EVENT_ID_NO,PALABRA_LIMPIA,PALABRA_ORIGINAL,POSICION,SENTIMIENTO_PALABRA,INTENSIFICADOR,Negadores,ADM,ROMPEDOR_F,row_result
T748983805155741697no,TARJETA,"tarjeta,",35.0,0.0,0.0,0.0,0.0,1.0,0.0
T748983805155741697no,GRACIAS,gracias,36.0,0.0,0.0,0.0,0.0,0.0,0.0
T748983805155741697no,Y,y,37.0,0.0,0.0,0.0,0.0,1.0,0.0
T748983805155741697no,SALUDOS,saludos.,38.0,0.0,0.0,0.0,0.0,1.0,0.0
T748982885844037633no,LOS,Los,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T748982885844037633no,CKE,cke,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T748982885844037633no,TRABAJAN,trabajan,2.0,0.0,0.0,0.0,0.0,0.0,0.0
T748982885844037633no,DEN,den,3.0,0.0,0.0,0.0,0.0,0.0,0.0
T748982885844037633no,GALERIAS,galerias,4.0,0.0,0.0,0.0,0.0,0.0,0.0
T748982885844037633no,DONDE,donde,5.0,0.0,0.0,0.0,0.0,0.0,0.0
T748982885844037633no,VENDEN,venden,6.0,0.0,0.0,0.0,0.0,0.0,0.0
T748982885844037633no,DISCKOS,disckos,7.0,0.0,0.0,0.0,0.0,0.0,0.0
T748982885844037633no,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0
T748982885844037633no,TODAVIA,Todavia,9.0,0.0,0.0,0.0,0.0,0.0,0.0
T748982885844037633no,HAY,hay,10.0,0.0,0.0,0.0,0.0,0.0,0.0
T748982885844037633no,DISCOS,discos,11.0,0.0,0.0,0.0,0.0,0.0,0.0
T748982885844037633no,DE,de,12.0,0.0,0.0,0.0,0.0,0.0,0.0
T748982885844037633no,MARIO,mario,13.0,0.0,0.0,0.0,0.0,0.0,0.0
T748982885844037633no,BAUTISTA,bautista,14.0,0.0,0.0,0.0,0.0,0.0,0.0
T748982885844037633no,ME,Me,15.0,0.0,0.0,0.0,0.0,0.0,0.0
T748982885844037633no,URGE,urge,16.0,-1.0,0.0,0.0,0.0,0.0,-1.0
T748982885844037633no,SAVER,saver.,17.0,0.0,0.0,0.0,0.0,1.0,0.0
T748981382236475392no,RT,RT,0.0,0.0,0.0,0.0,2.0,0.0,0.0
T748981382236475392no,@R3LTIH1ZAN:,@R3ltih1zan:,1.0,0.0,0.0,0.0,2.0,0.0,0.0
T748981382236475392no,OJO,OJO!,2.0,0.0,0.0,0.0,2.0,0.0,0.0
T748981382236475392no,@CHILISMEXICO,@CHILISMEXICO,3.0,0.0,0.0,0.0,0.0,0.0,0.0
T748981382236475392no,#GALERÍAS,#galerías,4.0,0.0,0.0,0.0,0.0,0.0,0.0
T748981382236475392no,#QUERÉTARO,#Querétaro,5.0,0.0,0.0,0.0,0.0,0.0,0.0
T748981382236475392no,ESTÁ,está,6.0,0.0,0.0,0.0,0.0,0.0,0.0
T748981382236475392no,ROBANDO,robando,7.0,-1.0,0.0,0.0,0.0,0.0,-1.0
T748981382236475392no,DINERO,dinero,8.0,0.0,0.0,0.0,0.0,0.0,0.0
T748981382236475392no,POR,por,9.0,0.0,0.0,0.0,0.0,0.0,0.0
T748981382236475392no,MEDIO,medio,10.0,0.0,0.0,0.0,0.0,0.0,0.0
T748981382236475392no,DEL,del,11.0,0.0,0.0,0.0,0.0,0.0,0.0
T748981382236475392no,COBRO,cobro,12.0,0.0,0.0,0.0,0.0,0.0,0.0
T748981382236475392no,POR,por,13.0,0.0,0.0,0.0,0.0,0.0,0.0
T748981382236475392no,TARJETA,tarjeta,14.0,0.0,0.0,0.0,0.0,0.0,0.0
T748981382236475392no,LA,la,15.0,0.0,0.0,0.0,0.0,0.0,0.0
T748981382236475392no,PASA,pasa,16.0,0.0,0.0,0.0,0.0,0.0,0.0
T748981382236475392no,VARIAS,varias,17.0,0.0,0.0,0.0,0.0,0.0,0.0
T748981382236475392no,VECES,veces,18.0,0.0,0.0,0.0,0.0,0.0,0.0
T748981382236475392no,Y,y,19.0,0.0,0.0,0.0,0.0,1.0,0.0
T748981382236475392no,COBRAN,cobran,20.0,0.0,0.0,0.0,0.0,0.0,0.0
T748981382236475392no,T…,t…,21.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979272807657472no,OJO,OJO!,0.0,0.0,0.0,0.0,2.0,0.0,0.0
T748979272807657472no,@CHILISMEXICO,@CHILISMEXICO,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979272807657472no,#GALERÍAS,#galerías,2.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979272807657472no,#QUERÉTARO,#Querétaro,3.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979272807657472no,ESTÁ,está,4.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979272807657472no,ROBANDO,robando,5.0,-1.0,0.0,0.0,0.0,0.0,-1.0
T748979272807657472no,DINERO,dinero,6.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979272807657472no,POR,por,7.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979272807657472no,MEDIO,medio,8.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979272807657472no,DEL,del,9.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979272807657472no,COBRO,cobro,10.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979272807657472no,POR,por,11.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979272807657472no,TARJETA,tarjeta,12.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979272807657472no,LA,la,13.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979272807657472no,PASA,pasa,14.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979272807657472no,VARIAS,varias,15.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979272807657472no,VECES,veces,16.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979272807657472no,Y,y,17.0,0.0,0.0,0.0,0.0,1.0,0.0
T748979272807657472no,COBRAN,cobran,18.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979272807657472no,TODAS,todas,19.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979272807657472no,#LLUVIAQRO,#LluviaQro,20.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979143992303616no,@LIVERPOOLMEXICO,@liverpoolmexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979143992303616no,CLARO,Claro,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979143992303616no,EN,en,2.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979143992303616no,LIVERPOOL,Liverpool,3.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979143992303616no,INSURGENTES,insurgentes.,4.0,0.0,0.0,0.0,0.0,1.0,0.0
T748979143992303616no,CON,Con,5.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979143992303616no,LA,la,6.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979143992303616no,SEÑORITA,señorita,7.0,-0.5,0.0,0.0,0.0,0.0,-0.5
T748979143992303616no,ANA,Ana,8.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979143992303616no,Y,y,9.0,0.0,0.0,0.0,0.0,1.0,0.0
T748979143992303616no,EL,el,10.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979143992303616no,SEÑOR,señor,11.0,0.0,0.0,0.0,0.0,0.0,0.0
T748979143992303616no,ÁVILA,"Ávila,",12.0,0.0,0.0,0.0,2.0,1.0,0.0
T748979143992303616no,LLEVAMOS,llevamos,13.0,0.0,0.0,0.0,2.0,0.0,0.0
T748979143992303616no,ASÍ,así,14.0,0.0,0.0,0.0,2.0,0.0,0.0
T748979143992303616no,MÁS,más,15.0,0.0,1.5,0.0,2.0,0.0,0.0
T748979143992303616no,DE,de,16.0,0.0,1.5,0.0,2.0,0.0,0.0
T748979143992303616no,UN,un,17.0,0.0,1.5,0.0,2.0,0.0,0.0
T748979143992303616no,MES,mes!,18.0,0.0,1.5,0.0,2.0,0.0,0.0
T748979143992303616no,GRACIAS,Gracias!,19.0,0.0,1.5,0.0,2.0,0.0,0.0
T748978996969246721no,@MOTEROSCONZELLO,@Moterosconzello,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T748978996969246721no,ACCIDENTE,accidente,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0
T748978996969246721no,FRENTE,frente,2.0,0.0,0.0,0.0,0.0,0.0,0.0
T748978996969246721no,A,a,3.0,0.0,0.0,0.0,0.0,0.0,0.0
T748978996969246721no,PERISUR,perisur,4.0,0.0,0.0,0.0,0.0,0.0,0.0
T748978996969246721no,AL,al,5.0,0.0,0.0,0.0,0.0,0.0,0.0
T748978996969246721no,PARECER,parecer,6.0,0.0,0.0,0.0,0.0,0.0,0.0
T748978996969246721no,EL,el,7.0,0.0,0.0,0.0,0.0,0.0,0.0
T748978996969246721no,CASCO,casco,8.0,0.0,0.0,0.0,0.0,0.0,0.0
T748978996969246721no,SE,se,9.0,0.0,0.0,0.0,0.0,0.0,0.0
T748978996969246721no,PARTIÓ,partió,10.0,0.0,0.0,0.0,0.0,0.0,0.0
T748978996969246721no,EN,en,11.0,0.0,0.0,0.0,0.0,0.0,0.0
T748978996969246721no,DOS,dos...,12.0,0.0,0.0,0.0,0.0,1.0,0.0
T748974753608658944no,#SABÍASQUE,#SabíasQue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T748974753608658944no,CON,con,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T748974753608658944no,TU,tu,2.0,0.0,0.0,0.0,0.0,0.0,0.0
T748974753608658944no,CONSUMO,consumo,3.0,0.0,0.0,0.0,0.0,0.0,0.0
T748974753608658944no,TE,te,4.0,0.0,0.0,0.0,0.0,0.0,0.0
T748974753608658944no,REGALAMOS,regalamos,5.0,0.0,0.0,0.0,0.0,0.0,0.0
T748974753608658944no,2,2,6.0,0.0,0.0,0.0,0.0,0.0,0.0
T748974753608658944no,HORAS,horas,7.0,0.0,0.0,0.0,0.0,0.0,0.0
T748974753608658944no,DE,de,8.0,0.0,0.0,0.0,0.0,0.0,0.0
T748974753608658944no,ESTACIONAMIENTO,estacionamiento,9.0,-1.0,0.0,0.0,0.0,0.0,-1.0
T748974753608658944no,EN,en,10.0,0.0,0.0,0.0,0.0,0.0,0.0
T748974753608658944no,@GALERIASSERDAN,@GaleriasSerdan,11.0,0.0,0.0,0.0,0.0,0.0,0.0
F1161430587242691_1161577677227982no,QUE,¡Que,0.0,0.0,0.0,0.0,2.0,1.0,0.0
F1161430587242691_1161577677227982no,TAL,tal,1.0,0.0,0.0,0.0,2.0,0.0,0.0
F1161430587242691_1161577677227982no,GABRIEL,Gabriel,2.0,0.0,0.0,0.0,2.0,0.0,0.0
F1161430587242691_1161577677227982no,ALEJANDRO,Alejandro,3.0,0.0,0.0,0.0,2.0,0.0,0.0
F1161430587242691_1161577677227982no,TEJERO,Tejero!,4.0,0.0,0.0,0.0,2.0,0.0,0.0
F1161430587242691_1161577677227982no,CANALIZAREMOS,Canalizaremos,5.0,0.0,0.0,0.0,0.0,0.0,0.0
F1161430587242691_1161577677227982no,TUS,tus,6.0,0.0,0.0,0.0,0.0,0.0,0.0
F1161430587242691_1161577677227982no,COMENTARIOS,comentarios,7.0,0.0,0.0,0.0,0.0,0.0,0.0
F1161430587242691_1161577677227982no,AL,al,8.0,0.0,0.0,0.0,0.0,0.0,0.0
F1161430587242691_1161577677227982no,ÁREA,área,9.0,0.0,0.0,0.0,0.0,0.0,0.0
F1161430587242691_1161577677227982no,CORRESPONDIENTE,correspondiente,10.0,0.0,0.0,0.0,0.0,0.0,0.0
F1161430587242691_1161577677227982no,PARA,para,11.0,0.0,0.0,0.0,2.0,1.0,0.0
F1161430587242691_1161577677227982no,QUE,que,12.0,0.0,0.0,0.0,2.0,0.0,0.0
F1161430587242691_1161577677227982no,SEAN,sean,13.0,0.0,0.0,0.0,2.0,0.0,0.0
F1161430587242691_1161577677227982no,TOMADOS,tomados,14.0,-1.0,0.0,0.0,2.0,0.0,-2.0
F1161430587242691_1161577677227982no,EN,en,15.0,0.0,0.0,0.0,2.0,0.0,0.0
F1161430587242691_1161577677227982no,CUENTA,cuenta,16.0,0.0,0.0,0.0,2.0,0.0,0.0
F1161430587242691_1161577677227982no,SALUDOS,¡Saludos!.,17.0,0.0,0.0,0.0,2.0,1.0,0.0
F10154184643476217_10154185167776217no,EN,En,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154185167776217no,QUE,que,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154185167776217no,SUCURSAL,sucursal,2.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154185167776217no,LA,la,3.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154185167776217no,TIENEN,tienen,4.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154185167776217no,ME,me,5.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154185167776217no,URGE,urge,6.0,-1.0,0.0,0.0,0.0,0.0,-1.0
F10154184643476217_10154185167776217no,PASAR,pasar,7.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154185167776217no,HOY,hoy,8.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154185167776217no,POR,por,9.0,0.0,0.0,0.0,0.0,0.0,0.0
F10154184643476217_10154185167776217no,ELLA,ella.,10.0,0.0,0.0,0.0,0.0,1.0,0.0
T748968481400377344no,@LIVERPOOLMEXICO,@liverpoolmexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T748968481400377344no,SIN,sin,1.0,0.0,0.0,-1.0,0.0,0.0,0.0
T748968481400377344no,DUDA,duda,2.0,0.0,0.0,-1.0,0.0,0.0,0.0
T748968481400377344no,EL,el,3.0,0.0,0.0,-1.0,0.0,0.0,0.0
T748968481400377344no,DORADO,dorado,4.0,0.0,0.0,-1.0,0.0,0.0,0.0
T748968481400377344no,ES,es,5.0,0.0,0.0,-1.0,0.0,0.0,0.0
T748968481400377344no,MI,mi,6.0,0.0,0.0,-1.0,0.0,0.0,0.0
T748968481400377344no,FAVORITO,favorito,7.0,1.0,0.0,-1.0,0.0,0.0,-1.0
T748962376813154304no,OYE,Oye,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T748962376813154304no,@CINEPOLIS,@Cinepolis,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T748962376813154304no,QUE,que,2.0,0.0,0.0,0.0,0.0,0.0,0.0
T748962376813154304no,PEDO,pedo,3.0,0.0,0.0,0.0,0.0,0.0,0.0
T748962376813154304no,CON,con,4.0,0.0,0.0,0.0,0.0,0.0,0.0
T748962376813154304no,TU,tu,5.0,0.0,0.0,0.0,0.0,0.0,0.0
T748962376813154304no,PINCHE,pinche,6.0,-1.0,1.75,0.0,0.0,0.0,-1.75
T748962376813154304no,PERSONAL,personal,7.0,0.0,1.75,0.0,0.0,0.0,0.0
T748962376813154304no,EL,el,8.0,0.0,1.75,0.0,0.0,0.0,0.0
T748962376813154304no,PERISUR,perisur.,9.0,0.0,0.0,0.0,0.0,1.0,0.0
T748962376813154304no,SE,Se,10.0,0.0,0.0,0.0,0.0,0.0,0.0
T748962376813154304no,TARDAN,tardan,11.0,0.0,0.0,0.0,0.0,0.0,0.0
T748962376813154304no,UN,un,12.0,0.0,0.0,0.0,0.0,0.0,0.0
T748962376813154304no,CHINGO,chingo,13.0,0.0,0.0,0.0,0.0,0.0,0.0
T748962376813154304no,PARA,para,14.0,0.0,0.0,0.0,0.0,1.0,0.0
T748962376813154304no,,,15.0,0.0,0.0,0.0,0.0,0.0,0.0
T748962376813154304no,UNA,una,16.0,0.0,0.0,0.0,0.0,0.0,0.0
T748962376813154304no,,,17.0,0.0,0.0,0.0,0.0,0.0,0.0
T748962376813154304no,CREPA,crepa.,18.0,0.0,0.0,0.0,0.0,1.0,0.0
T748957059635355648no,NETA,Neta,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T748957059635355648no,QUE,que,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T748957059635355648no,YA,ya,2.0,0.0,0.0,0.0,0.0,0.0,0.0
T748957059635355648no,ME,me,3.0,0.0,0.0,0.0,0.0,0.0,0.0
T748957059635355648no,URGE,urge,4.0,-1.0,0.0,0.0,0.0,0.0,-1.0
T748957059635355648no,QUE,que,5.0,0.0,0.0,0.0,0.0,0.0,0.0
T748957059635355648no,@CD9,@CD9,6.0,0.0,0.0,0.0,0.0,0.0,0.0
T748957059635355648no,DE,de,7.0,0.0,0.0,0.0,0.0,0.0,0.0
T748957059635355648no,UNA,una,8.0,0.0,0.0,0.0,0.0,0.0,0.0
T748957059635355648no,TOMA,toma,9.0,0.0,0.0,0.0,0.0,0.0,0.0
T748957059635355648no,DE,de,10.0,0.0,0.0,0.0,0.0,0.0,0.0
T748957059635355648no,SELFIES,selfies,11.0,0.0,0.0,0.0,0.0,0.0,0.0
T748957059635355648no,EN,en,12.0,0.0,0.0,0.0,0.0,0.0,0.0
T748957059635355648no,@GATIZAPAN-@MIXUPTEAM,@GAtizapan.-@MixupTeam,13.0,0.0,0.0,0.0,0.0,1.0,0.0
T748957059635355648no,-@LIVERPOOLMEXICO,-@liverpoolmexico,14.0,0.0,0.0,0.0,0.0,0.0,0.0
T748957059635355648no,-@SONYMUSICMEXICO,-@sonymusicmexico,15.0,0.0,0.0,0.0,0.0,0.0,0.0
T748957059635355648no,-@JESUSBLAIFE,-@JesusBlaife,16.0,0.0,0.0,0.0,0.0,0.0,0.0
T748957059635355648no,,,17.0,0.0,0.0,0.0,0.0,0.0,0.0
T748956781930422272no,@JUGUETRON,@JUGUETRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T748956781930422272no,ARTÍCULOSES,artículos.Es,1.0,0.0,0.0,0.0,0.0,1.0,0.0
T748956781930422272no,UNA,una,2.0,0.0,0.0,0.0,0.0,0.0,0.0
T748956781930422272no,VERDADERA,verdadera,3.0,0.0,0.0,0.0,0.0,0.0,0.0
T748956781930422272no,LASTIMA,"lastima,",4.0,-0.5,0.0,0.0,2.0,1.0,-1.0
T748956781930422272no,QUE,que,5.0,0.0,0.0,0.0,2.0,0.0,0.0
T748956781930422272no,TENGAN,tengan,6.0,0.0,0.0,0.0,2.0,0.0,0.0
T748956781930422272no,ESTOS,estos,7.0,0.0,0.0,0.0,2.0,0.0,0.0
T748956781930422272no,HUECOS,huecos,8.0,0.0,0.0,0.0,2.0,0.0,0.0
T748956781930422272no,EN,en,9.0,0.0,0.0,0.0,2.0,0.0,0.0
T748956781930422272no,SU,su,10.0,0.0,0.0,0.0,2.0,0.0,0.0
T748956781930422272no,SERVICIO,servicio,11.0,0.0,0.0,0.0,2.0,0.0,0.0
T748956781930422272no,EN,en,12.0,0.0,0.0,0.0,2.0,0.0,0.0
T748956781930422272no,LA,la,13.0,0.0,0.0,0.0,2.0,0.0,0.0
T748956781930422272no,SUCURSAL,sucursal,14.0,0.0,0.0,0.0,2.0,0.0,0.0
T748956781930422272no,DE,de,15.0,0.0,0.0,0.0,2.0,0.0,0.0
T748956781930422272no,GALERÍAS,galerías,16.0,0.0,0.0,0.0,2.0,0.0,0.0
T748956781930422272no,INSURGENTES,insurgentes!!!!,17.0,0.0,0.0,0.0,2.0,0.0,0.0
T748955705961353216no,NO,No,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
T748955705961353216no,ME,me,1.0,0.0,0.0,-1.0,0.0,0.0,0.0
T748955705961353216no,GUSTA,gusta,2.0,0.0,0.0,-1.0,0.0,0.0,0.0
T748955705961353216no,ESE,ese,3.0,0.0,0.0,-1.0,0.0,0.0,0.0
T748955705961353216no,EQUIPO,"equipo,",4.0,0.0,0.0,-1.0,0.0,1.0,0.0
T748955705961353216no,SOLO,solo,5.0,0.0,0.0,0.0,0.0,0.0,0.0
T748955705961353216no,LA,la,6.0,0.0,0.0,0.0,0.0,0.0,0.0
T748955705961353216no,DELANTERA,delantera,7.0,0.0,0.0,0.0,0.0,0.0,0.0
T748955705961353216no,QUE,que,8.0,0.0,0.0,0.0,0.0,0.0,0.0
T748955705961353216no,ESTA,esta,9.0,0.0,0.0,0.0,0.0,0.0,0.0
T748955705961353216no,LETAL,letal..,10.0,-1.0,0.0,0.0,0.0,1.0,-1.0
F135819496451999_1236831456350792no,@LIVERPOOLMEXICO,@liverpoolmexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F135819496451999_1236831456350792no,HOLA,"hola,",1.0,0.0,0.0,0.0,0.0,1.0,0.0
F135819496451999_1236831456350792no,COMPRE,compre,2.0,0.0,0.0,0.0,0.0,0.0,0.0
F135819496451999_1236831456350792no,UN,un,3.0,0.0,0.0,0.0,0.0,0.0,0.0
F135819496451999_1236831456350792no,ARMAZÓN,armazón,4.0,0.0,0.0,0.0,0.0,0.0,0.0
F135819496451999_1236831456350792no,HACE,hace,5.0,0.0,0.0,0.0,0.0,0.0,0.0
F135819496451999_1236831456350792no,UNOS,unos,6.0,0.0,0.0,0.0,0.0,0.0,0.0
F135819496451999_1236831456350792no,MESES,"meses,",7.0,0.0,0.0,0.0,0.0,1.0,0.0
F135819496451999_1236831456350792no,QUISIERA,quisiera,8.0,0.0,0.0,0.0,0.0,0.0,0.0
F135819496451999_1236831456350792no,SABER,saber,9.0,0.0,0.0,0.0,0.0,0.0,0.0
F135819496451999_1236831456350792no,SI,si,10.0,0.0,0.0,0.0,0.0,0.0,0.0
F135819496451999_1236831456350792no,TIENEN,tienen,11.0,0.0,0.0,0.0,0.0,0.0,0.0
F135819496451999_1236831456350792no,SERVICIO,servicio,12.0,0.0,0.0,0.0,0.0,0.0,0.0
F135819496451999_1236831456350792no,DE,de,13.0,0.0,0.0,0.0,0.0,0.0,0.0
F135819496451999_1236831456350792no,TALLER,"taller,",14.0,0.0,0.0,0.0,0.0,1.0,0.0
F135819496451999_1236831456350792no,TUVE,tuve,15.0,0.0,0.0,0.0,0.0,0.0,0.0
F135819496451999_1236831456350792no,UN,un,16.0,0.0,0.0,0.0,0.0,0.0,0.0
F135819496451999_1236831456350792no,ACCIDENTE,accidente,17.0,-1.0,0.0,0.0,0.0,0.0,-1.0
F1136202239758813_1136261863086184no,@BANAMEX,@banamex,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136261863086184no,PERISUR,Perisur,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136261863086184no,QUE,que,2.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136261863086184no,DESASTRE,desastre,3.0,-1.0,0.0,0.0,0.0,0.0,-1.0
F1136202239758813_1136261863086184no,DE,de,4.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136261863086184no,SERVICIO,servicio,5.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136261863086184no,Y,y,6.0,0.0,0.0,0.0,0.0,1.0,0.0
F1136202239758813_1136261863086184no,ATENCIÓN,atención,7.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136261863086184no,YA,ya,8.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136261863086184no,ARREGLEN,arreglen,9.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136261863086184no,LOS,los,10.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136261863086184no,NÚMEROS,números,11.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136261863086184no,DE,de,12.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136261863086184no,PASES,pases,13.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136261863086184no,A,a,14.0,0.0,0.0,0.0,0.0,0.0,0.0
F1136202239758813_1136261863086184no,CAJAS,cajas,15.0,0.0,0.0,0.0,0.0,0.0,0.0
T748953611326009344no,@SSP_CDMX,@SSP_CDMX,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T748953611326009344no,DEBERIAN,deberian,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T748953611326009344no,DE,de,2.0,0.0,0.0,0.0,0.0,0.0,0.0
T748953611326009344no,VIGILAR,vigilar,3.0,0.0,0.0,0.0,0.0,0.0,0.0
T748953611326009344no,ASUS,a.sus,4.0,0.0,0.0,0.0,0.0,1.0,0.0
T748953611326009344no,ELEMENTOSENTRE,elementos.entre,5.0,0.0,0.0,0.0,0.0,1.0,0.0
T748953611326009344no,ELIMAN,el.iman,6.0,0.0,0.0,0.0,0.0,1.0,0.0
T748953611326009344no,Y,y,7.0,0.0,0.0,0.0,0.0,1.0,0.0
T748953611326009344no,PERISUR,perisur,8.0,0.0,0.0,0.0,0.0,0.0,0.0
T748953611326009344no,HACEN,hacen,9.0,0.0,0.0,0.0,0.0,0.0,0.0
T748953611326009344no,SU,su,10.0,0.0,0.0,0.0,0.0,0.0,0.0
T748953611326009344no,AGOSTOSSUS,agostos.sus,11.0,0.0,0.0,0.0,0.0,1.0,0.0
T748953611326009344no,DELICUENTESEN,"delicuentes,en",12.0,0.0,0.0,0.0,0.0,1.0,0.0
T748953611326009344no,LAS,las,13.0,0.0,0.0,0.0,0.0,0.0,0.0
T748953611326009344no,MOTOSAZULES,motos.azules,14.0,0.0,0.0,0.0,0.0,1.0,0.0
T748953611326009344no,SON,son,15.0,0.0,0.0,0.0,0.0,0.0,0.0
T748953611326009344no,UNOS,unos,16.0,0.0,0.0,0.0,0.0,0.0,0.0
T748953611326009344no,RATAS,ratas,17.0,-1.0,0.0,0.0,0.0,0.0,-1.0
T748953514517364736no,POR,Por,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T748953514517364736no,QUÉ,qué,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T748953514517364736no,LOS,los,2.0,0.0,0.0,0.0,0.0,0.0,0.0
T748953514517364736no,CALL,call,3.0,0.0,0.0,0.0,0.0,0.0,0.0
T748953514517364736no,CENTERS,centers,4.0,0.0,0.0,0.0,0.0,0.0,0.0
T748953514517364736no,LOS,los,5.0,0.0,0.0,0.0,0.0,0.0,0.0
T748953514517364736no,HACEN,hacen,6.0,0.0,0.0,0.0,0.0,0.0,0.0
T748953514517364736no,TAN,tan,7.0,0.0,1.5,0.0,0.0,0.0,0.0
T748953514517364736no,LEJOS,lejos,8.0,0.0,1.5,0.0,0.0,0.0,0.0
T748953514517364736no,SI,si,9.0,0.0,1.5,0.0,0.0,0.0,0.0
T748953514517364736no,LOS,los,10.0,0.0,1.5,0.0,0.0,0.0,0.0
T748953514517364736no,QUE,que,11.0,0.0,1.5,0.0,0.0,0.0,0.0
T748953514517364736no,MAS,mas,12.0,0.0,1.5,0.0,0.0,0.0,0.0
T748953514517364736no,,,13.0,0.0,1.5,0.0,0.0,0.0,0.0
T748953514517364736no,VAN,van,14.0,0.0,1.5,0.0,0.0,0.0,0.0
T748953514517364736no,A,a,15.0,0.0,1.5,0.0,0.0,0.0,0.0
T748953514517364736no,GASTAR,gastar,16.0,0.0,1.5,0.0,0.0,0.0,0.0
T748953514517364736no,EN,en,17.0,0.0,1.5,0.0,0.0,0.0,0.0
T748953514517364736no,PASAJE,pasaje,18.0,0.0,1.5,0.0,0.0,0.0,0.0
T748953514517364736no,SON,son,19.0,0.0,1.5,0.0,0.0,0.0,0.0
T748953514517364736no,LOS,los,20.0,0.0,1.5,0.0,0.0,0.0,0.0
T748953514517364736no,EMPLEADOS,empleados,21.0,0.0,1.5,0.0,0.0,0.0,0.0
T748953514517364736no,DE,de,22.0,0.0,1.5,0.0,0.0,0.0,0.0
T748953514517364736no,BAJO,bajo,23.0,0.0,1.5,0.0,0.0,0.0,0.0
T748953514517364736no,SALARIO,salario?,24.0,0.0,1.5,0.0,0.0,0.0,0.0
